city,lat,lng,country,iso2,admin_name,capital,population,population_proper
Veľký Cetín,48.2214,18.1956,Slovakia,SK,Nitriansky,,1582,1582
Domaniža,49.0444,18.5528,Slovakia,SK,Nitriansky,,1582,1582
Malá Ida,48.6747,21.1703,Slovakia,SK,Košický,,1581,1581
Hviezdoslavov,48.0675,17.3481,Slovakia,SK,Trnavský,,1577,1577
Bidovce,48.7361,21.4383,Slovakia,SK,Košický,,1575,1575
Kluknava,48.9236,20.9417,Slovakia,SK,Košický,,1575,1575
Svinná,48.7858,18.1631,Slovakia,SK,Nitriansky,,1572,1572
Poniky,48.7097,19.2903,Slovakia,SK,Banskobystrický,,1572,1572
Sološnica,48.4639,17.2306,Slovakia,SK,Bratislavský,,1569,1569
Opatovce nad Nitrou,48.7626,18.5708,Slovakia,SK,Nitriansky,,1566,1566
Jahodná,48.0500,17.7028,Slovakia,SK,Trnavský,,1564,1564
Trstené pri Hornáde,48.5725,21.3369,Slovakia,SK,Košický,,1563,1563
Bolešov,48.9856,18.1564,Slovakia,SK,Nitriansky,,1563,1563
Kočovce,48.7500,17.8833,Slovakia,SK,Nitriansky,,1563,1563
Trakovice,48.4392,17.7086,Slovakia,SK,Trnavský,,1556,1556
Dolný Ohaj,48.0833,18.2500,Slovakia,SK,Nitriansky,,1556,1556
Radzovce,48.2197,19.8281,Slovakia,SK,Banskobystrický,,1551,1551
Plášťovce,48.1667,18.9833,Slovakia,SK,Nitriansky,,1547,1547
Ražňany,49.0806,21.0833,Slovakia,SK,Prešovský,,1546,1546
Torysa,49.1611,20.8778,Slovakia,SK,Prešovský,,1544,1544
Liptovské Revúce,48.9306,19.2028,Slovakia,SK,Žilinský,,1543,1543
Dolná Streda,48.2697,17.7514,Slovakia,SK,Trnavský,,1539,1539
Švábovce,49.0264,20.3583,Slovakia,SK,Prešovský,,1538,1538
Krasňany,49.2131,18.8881,Slovakia,SK,Žilinský,,1538,1538
Nižný Hrušov,48.8000,21.7833,Slovakia,SK,Prešovský,,1537,1537
Konská,49.1139,18.6778,Slovakia,SK,Žilinský,,1534,1534
Telgárt,48.8519,20.1886,Slovakia,SK,Banskobystrický,,1532,1532
Vrbov,49.0889,20.4236,Slovakia,SK,Prešovský,,1526,1526
Krajné,48.7156,17.6950,Slovakia,SK,Nitriansky,,1526,1526
Budkovce,48.6361,21.9292,Slovakia,SK,Košický,,1521,1521
Štítnik,48.6667,20.3667,Slovakia,SK,Košický,,1520,1520
Kajal,48.1833,17.7833,Slovakia,SK,Nitriansky,,1519,1519
Úľany nad Žitavou,48.1069,18.2386,Slovakia,SK,Nitriansky,,1517,1517
Vrbovce,48.8000,17.4667,Slovakia,SK,Nitriansky,,1510,1510
Komjatná,49.1464,19.2439,Slovakia,SK,Žilinský,,1508,1508
Voderady,48.2778,17.5583,Slovakia,SK,Trnavský,,1507,1507
Malčice,48.5750,21.8500,Slovakia,SK,Košický,,1505,1505
Obyce,48.4278,18.4528,Slovakia,SK,Nitriansky,,1505,1505
Vavrečka,49.3844,19.4694,Slovakia,SK,Žilinský,,1503,1503
Reca,48.2319,17.4475,Slovakia,SK,Bratislavský,,1502,1502
Uhrovec,48.7500,18.3333,Slovakia,SK,Nitriansky,,1500,1500
Veľký Lapáš,48.2900,18.1858,Slovakia,SK,Nitriansky,,1495,1495
Ruskov,48.6822,21.4325,Slovakia,SK,Košický,,1494,1494
Málinec,48.4972,19.6806,Slovakia,SK,Banskobystrický,,1494,1494
Malženice,48.4500,17.6750,Slovakia,SK,Trnavský,,1493,1493
Sobotište,48.7314,17.4058,Slovakia,SK,Trnavský,,1493,1493
Bystrička,49.0494,18.8783,Slovakia,SK,Žilinský,,1492,1492
Nižný Žipov,48.5833,21.6500,Slovakia,SK,Košický,,1491,1491
Okoličná na Ostrove,47.8047,17.9206,Slovakia,SK,Nitriansky,,1491,1491
Radola,49.2908,18.7944,Slovakia,SK,Žilinský,,1489,1489
Hrochoť,48.6667,19.3167,Slovakia,SK,Banskobystrický,,1488,1488
Častkovce,48.6892,17.7806,Slovakia,SK,Nitriansky,,1486,1486
Lietava,49.1694,18.6758,Slovakia,SK,Žilinský,,1482,1482
Tovarníky,48.5736,18.1444,Slovakia,SK,Nitriansky,,1480,1480
Slanec,48.6361,21.4786,Slovakia,SK,Košický,,1479,1479
Prečín,49.0853,18.5197,Slovakia,SK,Nitriansky,,1478,1478
Drahňov,48.5917,21.9667,Slovakia,SK,Košický,,1476,1476
Dubovica,49.1350,20.9525,Slovakia,SK,Prešovský,,1475,1475
Andovce,48.0000,18.1167,Slovakia,SK,Nitriansky,,1472,1472
Hontianske Nemce,48.2844,18.9886,Slovakia,SK,Banskobystrický,,1471,1471
Veľké Ludince,47.9667,18.5167,Slovakia,SK,Nitriansky,,1471,1471
Hyby,49.0445,19.8290,Slovakia,SK,Žilinský,,1471,1471
Varhaňovce,48.8556,21.3611,Slovakia,SK,Prešovský,,1470,1470
Rybany,48.6667,18.2583,Slovakia,SK,Nitriansky,,1468,1468
Kysak,48.8583,21.2167,Slovakia,SK,Košický,,1462,1462
Hniezdne,49.3000,20.6333,Slovakia,SK,Prešovský,,1457,1457
Sielnica,48.6319,19.1125,Slovakia,SK,Banskobystrický,,1456,1456
Starý Tekov,48.2500,18.5333,Slovakia,SK,Nitriansky,,1451,1451
Bíňa,47.9222,18.6417,Slovakia,SK,Nitriansky,,1451,1451
Babín,49.3322,19.3794,Slovakia,SK,Žilinský,,1449,1449
Trstín,48.5278,17.4639,Slovakia,SK,Trnavský,,1448,1448
Kamenín,47.8881,18.6444,Slovakia,SK,Nitriansky,,1448,1448
Čunovo,48.0297,17.1989,Slovakia,SK,Bratislavský,,1447,1447
Veľké Trakany,48.3925,22.0939,Slovakia,SK,Košický,,1443,1443
Somotor,48.4028,21.8086,Slovakia,SK,Košický,,1441,1441
Lubina,48.7839,17.7358,Slovakia,SK,Nitriansky,,1441,1441
Suchá Hora,49.3656,19.7894,Slovakia,SK,Žilinský,,1438,1438
Kvetoslavov,48.0583,17.3417,Slovakia,SK,Trnavský,,1430,1430
Hronské Kľačany,48.2400,18.5683,Slovakia,SK,Nitriansky,,1429,1429
Helcmanovce,48.8306,20.8722,Slovakia,SK,Košický,,1429,1429
Bušince,48.1667,19.5000,Slovakia,SK,Banskobystrický,,1425,1425
Preseľany,48.4500,18.1000,Slovakia,SK,Nitriansky,,1424,1424
Ždaňa,48.6047,21.3500,Slovakia,SK,Košický,,1422,1422
Dudince,48.1686,18.8800,Slovakia,SK,Banskobystrický,,1422,1422
Sedliská,48.9047,21.7250,Slovakia,SK,Prešovský,,1422,1422
Vyšné Ružbachy,49.3000,20.5667,Slovakia,SK,Prešovský,,1422,1422
Bojničky,48.3917,17.7969,Slovakia,SK,Trnavský,,1421,1421
Šarišské Jastrabie,49.2416,20.9093,Slovakia,SK,Prešovský,,1420,1420
Bohdanovce nad Trnavou,48.4339,17.5422,Slovakia,SK,Trnavský,,1415,1415
Dolná Mariková,49.2081,18.3561,Slovakia,SK,Nitriansky,,1415,1415
Dlhá nad Oravou,49.2663,19.4469,Slovakia,SK,Žilinský,,1415,1415
Kútniky,47.9767,17.6608,Slovakia,SK,Trnavský,,1413,1413
Biel,48.4078,22.0547,Slovakia,SK,Košický,,1407,1407
Urmince,48.5333,18.1000,Slovakia,SK,Nitriansky,,1405,1405
Chrenovec-Brusno,48.7761,18.7233,Slovakia,SK,Nitriansky,,1397,1397
Bošáca,48.8278,17.8389,Slovakia,SK,Nitriansky,,1397,1397
Veľký Slavkov,49.0958,20.2795,Slovakia,SK,Prešovský,,1396,1396
Chotín,47.8050,18.2306,Slovakia,SK,Nitriansky,,1395,1395
Habovka,49.2800,19.6064,Slovakia,SK,Žilinský,,1392,1392
Medzibrod,48.7944,19.3581,Slovakia,SK,Banskobystrický,,1390,1390
Gánovce,49.0319,20.3236,Slovakia,SK,Prešovský,,1389,1389
Horná Streda,48.6567,17.8422,Slovakia,SK,Nitriansky,,1386,1386
Dlhé Klčovo,48.8112,21.7385,Slovakia,SK,Prešovský,,1384,1384
Dolná Tižina,49.2167,18.9167,Slovakia,SK,Žilinský,,1383,1383
Semerovo,48.0167,18.3500,Slovakia,SK,Nitriansky,,1383,1383
Gbelany,49.2139,18.8472,Slovakia,SK,Žilinský,,1382,1382
Ždiar,49.2708,20.2653,Slovakia,SK,Prešovský,,1379,1379
Čierna Voda,48.1278,17.6528,Slovakia,SK,Trnavský,,1375,1375
Skačany,48.6608,18.3785,Slovakia,SK,Nitriansky,,1375,1375
Nenince,48.1472,19.2611,Slovakia,SK,Banskobystrický,,1373,1373
Klasov,48.2767,18.2583,Slovakia,SK,Nitriansky,,1372,1372
Beckov,48.7894,17.8950,Slovakia,SK,Nitriansky,,1368,1368
Vlčkovce,48.3083,17.6528,Slovakia,SK,Trnavský,,1367,1367
Predmier,49.1986,18.5319,Slovakia,SK,Žilinský,,1364,1364
Brzotín,48.6333,20.5000,Slovakia,SK,Košický,,1363,1363
Michalová,48.7625,19.7797,Slovakia,SK,Banskobystrický,,1361,1361
Žirany,48.3789,18.1744,Slovakia,SK,Nitriansky,,1361,1361
Modrany,47.8222,18.3531,Slovakia,SK,Nitriansky,,1361,1361
Istebné,49.2118,19.2215,Slovakia,SK,Žilinský,,1360,1360
Oravský Podzámok,49.2624,19.3674,Slovakia,SK,Žilinský,,1359,1359
Mokrance,48.5972,21.0167,Slovakia,SK,Košický,,1358,1358
Nová Ves nad Žitavou,48.2833,18.3333,Slovakia,SK,Nitriansky,,1357,1357
Hencovce,48.8722,21.7300,Slovakia,SK,Prešovský,,1355,1355
Trebatice,48.5967,17.7528,Slovakia,SK,Trnavský,,1353,1353
Budča,48.5739,19.0703,Slovakia,SK,Banskobystrický,,1351,1351
Kostolné Kračany,47.9836,17.5767,Slovakia,SK,Trnavský,,1347,1347
Rimavské Janovce,48.3414,20.0619,Slovakia,SK,Banskobystrický,,1347,1347
Sverepec,49.0833,18.4083,Slovakia,SK,Nitriansky,,1345,1345
Mošovce,48.9095,18.8876,Slovakia,SK,Žilinský,,1345,1345
Sokoľany,48.6097,21.2303,Slovakia,SK,Košický,,1342,1342
Kolačkov,49.2619,20.6286,Slovakia,SK,Prešovský,,1342,1342
Kamenica nad Hronom,47.8317,18.7278,Slovakia,SK,Nitriansky,,1342,1342
Farná,48.0058,18.5114,Slovakia,SK,Nitriansky,,1342,1342
Lutila,48.6147,18.8411,Slovakia,SK,Banskobystrický,,1341,1341
Liptovský Svätý Peter,49.0534,19.7345,Slovakia,SK,Žilinský,,1340,1340
Svätoplukovo,48.2289,18.0539,Slovakia,SK,Nitriansky,,1340,1340
Ohrady,47.9833,17.7000,Slovakia,SK,Trnavský,,1340,1340
Podvysoká,49.4150,18.6700,Slovakia,SK,Žilinský,,1339,1339
Košťany nad Turcom,49.0281,18.9050,Slovakia,SK,Žilinský,,1335,1335
Rožkovany,49.1375,20.9917,Slovakia,SK,Prešovský,,1335,1335
Veľký Grob,48.2531,17.4944,Slovakia,SK,Trnavský,,1335,1335
Krnča,48.5500,18.2500,Slovakia,SK,Nitriansky,,1334,1334
Predajná,48.8139,19.4625,Slovakia,SK,Banskobystrický,,1328,1328
Mirkovce,48.9000,21.3333,Slovakia,SK,Prešovský,,1327,1327
Tulčík,49.0889,21.3125,Slovakia,SK,Prešovský,,1325,1325
Vištuk,48.3344,17.3969,Slovakia,SK,Bratislavský,,1324,1324
Mojzesovo,48.1333,18.2375,Slovakia,SK,Nitriansky,,1323,1323
Pribylina,49.1000,19.8000,Slovakia,SK,Žilinský,,1323,1323
Tatranská Lomnica,49.1647,20.2822,Slovakia,SK,Prešovský,,1323,1323
Pravenec,48.8553,18.6494,Slovakia,SK,Nitriansky,,1321,1321
Vlkanová,48.6694,19.1472,Slovakia,SK,Banskobystrický,,1320,1320
Brekov,48.9056,21.8361,Slovakia,SK,Prešovský,,1319,1319
Kalinkovo,48.0592,17.2517,Slovakia,SK,Bratislavský,,1319,1319
Vitanová,49.3550,19.7294,Slovakia,SK,Žilinský,,1319,1319
Lubeník,48.6542,20.1958,Slovakia,SK,Banskobystrický,,1313,1313
Pozdišovce,48.7286,21.8542,Slovakia,SK,Košický,,1312,1312
Čičava,48.9237,21.6654,Slovakia,SK,Prešovský,,1311,1311
Sokolovce,48.5361,17.8450,Slovakia,SK,Trnavský,,1310,1310
Gemerská Horka,48.5333,20.3778,Slovakia,SK,Košický,,1309,1309
Čáry,48.6500,17.1000,Slovakia,SK,Trnavský,,1309,1309
Šíd,48.1833,19.8278,Slovakia,SK,Banskobystrický,,1306,1306
Dolné Orešany,48.4389,17.4283,Slovakia,SK,Trnavský,,1304,1304
Čirč,49.2783,20.9256,Slovakia,SK,Prešovský,,1295,1295
Chminianska Nová Ves,49.0028,21.0819,Slovakia,SK,Prešovský,,1293,1293
Terňa,49.1167,21.2333,Slovakia,SK,Prešovský,,1291,1291
Nové Sady,48.4156,17.9814,Slovakia,SK,Nitriansky,,1289,1289
Kolta,48.0167,18.4167,Slovakia,SK,Nitriansky,,1289,1289
Košické Olšany,48.7317,21.3431,Slovakia,SK,Košický,,1285,1285
Závažná Poruba,49.0539,19.6492,Slovakia,SK,Žilinský,,1284,1284
Podbiel,49.3072,19.4867,Slovakia,SK,Žilinský,,1284,1284
Veličná,49.2047,19.2464,Slovakia,SK,Žilinský,,1273,1273
Šumiac,48.8500,20.1333,Slovakia,SK,Banskobystrický,,1272,1272
Číčov,47.7667,17.7667,Slovakia,SK,Nitriansky,,1271,1271
Spišský Hrušov,48.9444,20.7056,Slovakia,SK,Košický,,1268,1268
Dojč,48.6778,17.2533,Slovakia,SK,Trnavský,,1266,1266
Cigeľ,48.7119,18.6453,Slovakia,SK,Nitriansky,,1263,1263
Žemberovce,48.2583,18.7373,Slovakia,SK,Nitriansky,,1261,1261
Družstevná pri Hornáde,48.7950,21.2417,Slovakia,SK,Košický,,1259,1259
Nižná Slaná,48.7250,20.4111,Slovakia,SK,Košický,,1255,1255
Pohronský Ruskov,47.9833,18.6667,Slovakia,SK,Nitriansky,,1254,1254
Sirk,48.6189,20.1006,Slovakia,SK,Banskobystrický,,1254,1254
Želovce,48.1250,19.3556,Slovakia,SK,Banskobystrický,,1249,1249
Veľké Dvorníky,48.0000,17.6500,Slovakia,SK,Trnavský,,1245,1245
Žabokreky,49.0246,18.9244,Slovakia,SK,Žilinský,,1243,1243
Výborná,49.2339,20.3969,Slovakia,SK,Prešovský,,1243,1243
Udavské,48.9739,21.9656,Slovakia,SK,Prešovský,,1242,1242
Liešťany,48.8248,18.4795,Slovakia,SK,Nitriansky,,1239,1239
Trnavá Hora,48.5889,18.9528,Slovakia,SK,Banskobystrický,,1239,1239
Trenčianske Jastrabie,48.8011,18.1117,Slovakia,SK,Nitriansky,,1237,1237
Boťany,48.4500,22.1000,Slovakia,SK,Košický,,1237,1237
Partizánska ľupča,49.0650,19.4364,Slovakia,SK,Žilinský,,1236,1236
Bajč,47.9281,18.2058,Slovakia,SK,Nitriansky,,1234,1234
